name,position,overall rating,club,country,defending rating,def_awareness_rating,interceptions,url,comp
Marco Grüll,ST,68,SK Rapid Wien,Austria,32,46,21,https://www.futbin.com/22/player/13098/marco-grull,FIFA Men's World Cup
Nicolas Seiwald,CM,68,RB Salzburg,Austria,64,60,61,https://www.futbin.com/22/player/13420/nicolas-seiwald,FIFA Men's World Cup
Alexander Schmidt,ST,68,LASK,Austria,35,50,23,https://www.futbin.com/22/player/18502/alexander-schmidt,FIFA Men's World Cup
Rajko Rep,CAM,68,SK Austria Klagenfurt,Slovenia,60,67,66,https://www.futbin.com/22/player/22834/rajko-rep,FIFA Men's World Cup
Ferdy Druijf,ST,68,SK Rapid Wien,Netherlands,33,37,24,https://www.futbin.com/22/player/24348/ferdy-druijf,FIFA Men's World Cup
Philipp Ziereis,CB,68,LASK,Germany,67,66,66,https://www.futbin.com/22/player/26897/philipp-ziereis,FIFA Men's World Cup
Konstantin Kerschbaumer,CM,68,Wolfsberger AC,Austria,61,61,65,https://www.futbin.com/22/player/27060/konstantin-kerschbaumer,FIFA Men's World Cup
Alexander Grünwald,CM,67,FK Austria Wien,Austria,54,53,58,https://www.futbin.com/22/player/1797/alexander-grunwald,FIFA Men's World Cup
Christian Klem,LB,67,TSV Hartberg,Austria,61,64,62,https://www.futbin.com/22/player/2086/christian-klem,FIFA Men's World Cup
Marcel Ziegl,CDM,67,SV Ried,Austria,64,67,65,https://www.futbin.com/22/player/2279/marcel-ziegl,FIFA Men's World Cup
Samuel Şahin-Radlinger,GK,67,SV Ried,Austria,13,13,12,https://www.futbin.com/22/player/2530/samuel-sahin-radlinger,FIFA Men's World Cup
Fabian Koch,RB,67,WSG Tirol,Austria,64,63,64,https://www.futbin.com/22/player/2952/fabian-koch,FIFA Men's World Cup
Michael Novak,RB,67,Wolfsberger AC,Austria,64,65,63,https://www.futbin.com/22/player/2974/michael-novak,FIFA Men's World Cup
Matthias Ostrzolek,LB,67,Admira Wacker,Germany,62,56,67,https://www.futbin.com/22/player/3311/matthias-ostrzolek,FIFA Men's World Cup
Christopher Wernitznig,CM,67,Wolfsberger AC,Austria,59,60,64,https://www.futbin.com/22/player/3364/christopher-wernitznig,FIFA Men's World Cup
Tobias Kainz,CDM,67,TSV Hartberg,Austria,65,66,68,https://www.futbin.com/22/player/3521/tobias-kainz,FIFA Men's World Cup
Christopher Dibon,CB,67,SK Rapid Wien,Austria,66,68,68,https://www.futbin.com/22/player/3547/christopher-dibon,FIFA Men's World Cup
Stefan Nutz,CAM,67,SV Ried,Austria,54,52,55,https://www.futbin.com/22/player/5214/stefan-nutz,FIFA Men's World Cup
Alexander Kofler,GK,67,Wolfsberger AC,Austria,17,24,9,https://www.futbin.com/22/player/5355/alexander-kofler,FIFA Men's World Cup
Stephan Zwierschitz,RB,67,Admira Wacker,Austria,66,67,66,https://www.futbin.com/22/player/5370/stephan-zwierschitz,FIFA Men's World Cup
Philipp Schobesberger,LM,67,SK Rapid Wien,Austria,44,40,47,https://www.futbin.com/22/player/6187/philipp-schobesberger,FIFA Men's World Cup
Roman Kerschbaum,CM,67,Admira Wacker,Austria,65,63,69,https://www.futbin.com/22/player/6800/roman-kerschbaum,FIFA Men's World Cup
Cheikhou Dieng,ST,67,Wolfsberger AC,Senegal,30,21,36,https://www.futbin.com/22/player/6890/cheikhou-dieng,FIFA Men's World Cup
Manuel Thurnwald,RB,67,SCR Altach,Austria,59,60,55,https://www.futbin.com/22/player/8673/manuel-thurnwald,FIFA Men's World Cup
Koya Kitagawa,ST,67,SK Rapid Wien,Japan,35,38,24,https://www.futbin.com/22/player/8945/koya-kitagawa,FIFA Men's World Cup
Felix Luckeneder,CB,67,LASK,Austria,70,70,70,https://www.futbin.com/22/player/9195/felix-luckeneder,FIFA Men's World Cup
Lukas Grgic,CDM,67,LASK,Austria,65,65,71,https://www.futbin.com/22/player/9222/lukas-grgic,FIFA Men's World Cup
Florian Flecker,RM,67,LASK,Austria,36,47,27,https://www.futbin.com/22/player/9288/florian-flecker,FIFA Men's World Cup
Dominik Reiter,RM,67,SCR Altach,Austria,19,12,14,https://www.futbin.com/22/player/9376/dominik-reiter,FIFA Men's World Cup
Jonathan Scherzer,LB,67,Wolfsberger AC,Austria,65,65,66,https://www.futbin.com/22/player/10082/jonathan-scherzer,FIFA Men's World Cup
Florian Rieder,LM,67,SK Austria Klagenfurt,Austria,57,56,58,https://www.futbin.com/22/player/10389/florian-rieder,FIFA Men's World Cup
Manfred Fischer,CAM,67,FK Austria Wien,Austria,43,34,51,https://www.futbin.com/22/player/10712/manfred-fischer,FIFA Men's World Cup
Gustav Henriksson,CB,67,Wolfsberger AC,Sweden,66,64,67,https://www.futbin.com/22/player/10885/gustav-henriksson,FIFA Men's World Cup
Johannes Handl,CB,67,FK Austria Wien,Austria,66,62,59,https://www.futbin.com/22/player/11578/johannes-handl,FIFA Men's World Cup
Matthäus Taferner,CM,67,Wolfsberger AC,Austria,58,56,58,https://www.futbin.com/22/player/11579/matthaus-taferner,FIFA Men's World Cup
David Gugganig,CB,67,Wolfsberger AC,Austria,67,65,65,https://www.futbin.com/22/player/11665/david-gugganig,FIFA Men's World Cup
Ferdinand Oswald,GK,67,WSG Tirol,Germany,10,9,8,https://www.futbin.com/22/player/11666/ferdinand-oswald,FIFA Men's World Cup
Kelvin Yeboah,ST,67,SK Sturm Graz,Ghana,23,19,20,https://www.futbin.com/22/player/11793/kelvin-yeboah,FIFA Men's World Cup
Anderson Niangbo,ST,67,SK Sturm Graz,Côte d'Ivoire,23,19,24,https://www.futbin.com/22/player/11890/anderson-niangbo,FIFA Men's World Cup
Eliel Peretz,CAM,67,Wolfsberger AC,Israel,51,48,58,https://www.futbin.com/22/player/13268/eliel-peretz,FIFA Men's World Cup
Junior Adamu,ST,67,RB Salzburg,Austria,21,18,21,https://www.futbin.com/22/player/13421/junior-adamu,FIFA Men's World Cup
Luka Lochoshvili,CB,67,Wolfsberger AC,Georgia,66,65,67,https://www.futbin.com/22/player/13573/luka-lochoshvili,FIFA Men's World Cup
Luka Sučić,CAM,67,RB Salzburg,Croatia,50,46,56,https://www.futbin.com/22/player/13650/luka-sucic,FIFA Men's World Cup
Philipp Köhn,GK,67,RB Salzburg,Switzerland,13,12,12,https://www.futbin.com/22/player/18215/philipp-kohn,FIFA Men's World Cup
Jusuf Gazibegović,RB,67,SK Sturm Graz,Bosnia and Herzegovina,63,64,66,https://www.futbin.com/22/player/20305/jusuf-gazibegovic,FIFA Men's World Cup
Benjamin Šeško,ST,67,RB Salzburg,Slovenia,42,42,32,https://www.futbin.com/22/player/20478/benjamin-sesko,FIFA Men's World Cup
Donis Avdijaj,LM,67,TSV Hartberg,Kosovo,24,19,26,https://www.futbin.com/22/player/24852/donis-avdijaj,FIFA Men's World Cup
Nemanja Celic,CDM,67,LASK,Austria,65,66,68,https://www.futbin.com/22/player/26902/nemanja-celic,FIFA Men's World Cup
Roman Kerschbaum,CM,67,SK Rapid Wien,Austria,65,63,69,https://www.futbin.com/22/player/26919/roman-kerschbaum,FIFA Men's World Cup
David Schnegg,LB,67,SK Sturm Graz,Austria,63,64,62,https://www.futbin.com/22/player/27037/david-schnegg,FIFA Men's World Cup
Guram Giorbelidze,LB,67,Wolfsberger AC,Georgia,64,67,64,https://www.futbin.com/22/player/27066/guram-giorbelidze,FIFA Men's World Cup
Christopher Wernitznig,CM,67,SK Austria Klagenfurt,Austria,59,60,64,https://www.futbin.com/22/player/27212/christopher-wernitznig,FIFA Men's World Cup
Martin Kobras,GK,66,SCR Altach,Austria,18,12,24,https://www.futbin.com/22/player/1798/martin-kobras,FIFA Men's World Cup
Atdhe Nuhiu,ST,66,SCR Altach,Kosovo,42,40,29,https://www.futbin.com/22/player/2100/atdhe-nuhiu,FIFA Men's World Cup
Manfred Gollner,CB,66,TSV Hartberg,Austria,67,68,65,https://www.futbin.com/22/player/2962/manfred-gollner,FIFA Men's World Cup
Marco Meilinger,RM,66,SCR Altach,Austria,33,29,34,https://www.futbin.com/22/player/2964/marco-meilinger,FIFA Men's World Cup
Marco Đuričin,ST,66,FK Austria Wien,Austria,26,24,31,https://www.futbin.com/22/player/3179/marco-uricin,FIFA Men's World Cup
Seifedin Chabbi,ST,66,SV Ried,Tunisia,24,25,18,https://www.futbin.com/22/player/8326/seifedin-chabbi,FIFA Men's World Cup
Vesel Demaku,CDM,66,FK Austria Wien,Austria,63,66,64,https://www.futbin.com/22/player/9547/vesel-demaku,FIFA Men's World Cup
Emanuel Aiwu,CB,66,SK Rapid Wien,Austria,65,60,61,https://www.futbin.com/22/player/10324/emanuel-aiwu,FIFA Men's World Cup
Stefan Haudum,CDM,66,SCR Altach,Austria,63,65,65,https://www.futbin.com/22/player/11136/stefan-haudum,FIFA Men's World Cup
Raffael Behounek,CB,66,WSG Tirol,Austria,65,63,64,https://www.futbin.com/22/player/12081/raffael-behounek,FIFA Men's World Cup
Niklas Geyrhofer,CB,66,SK Sturm Graz,Austria,66,67,66,https://www.futbin.com/22/player/12843/niklas-geyrhofer,FIFA Men's World Cup
Žan Rogelj,RM,66,WSG Tirol,Slovenia,58,56,60,https://www.futbin.com/22/player/13574/zan-rogelj,FIFA Men's World Cup
Robert Ljubicic,CM,66,SK Rapid Wien,Austria,61,56,69,https://www.futbin.com/22/player/18329/robert-ljubicic,FIFA Men's World Cup
Gianluca Gaudino,CM,66,SCR Altach,Germany,47,53,52,https://www.futbin.com/22/player/24199/gianluca-gaudino,FIFA Men's World Cup
Ignace Van der Brempt,RB,66,RB Salzburg,Belgium,60,57,59,https://www.futbin.com/22/player/24298/ignace-van-der-brempt,FIFA Men's World Cup
Vesel Demaku,CDM,66,SK Sturm Graz,Austria,63,66,64,https://www.futbin.com/22/player/27040/vesel-demaku,FIFA Men's World Cup
Christian Früchtl,GK,66,FK Austria Wien,Germany,12,16,11,https://www.futbin.com/22/player/27157/christian-fruchtl,FIFA Men's World Cup
Hendrik Bonmann,GK,66,Wolfsberger AC,Germany,12,10,11,https://www.futbin.com/22/player/27636/hendrik-bonmann,FIFA Men's World Cup
Mario Sonnleitner,CB,65,TSV Hartberg,Austria,64,66,63,https://www.futbin.com/22/player/1240/mario-sonnleitner,FIFA Men's World Cup
Emanuel Schreiner,LM,65,SCR Altach,Austria,58,56,59,https://www.futbin.com/22/player/2133/emanuel-schreiner,FIFA Men's World Cup
Philipp Huspek,RM,65,SK Sturm Graz,Austria,29,38,23,https://www.futbin.com/22/player/2419/philipp-huspek,FIFA Men's World Cup
Markus Pink,ST,65,SK Austria Klagenfurt,Austria,27,28,33,https://www.futbin.com/22/player/2527/markus-pink,FIFA Men's World Cup
Daniel Offenbacher,CM,65,SV Ried,Austria,57,52,62,https://www.futbin.com/22/player/3349/daniel-offenbacher,FIFA Men's World Cup
Stephan Auer,CDM,65,Admira Wacker,Austria,64,65,64,https://www.futbin.com/22/player/3686/stephan-auer,FIFA Men's World Cup
Marc Andre Schmerböck,ST,65,TSV Hartberg,Austria,34,27,42,https://www.futbin.com/22/player/4340/marc-andre-schmerbock,FIFA Men's World Cup
Markus Lackner,CDM,65,SV Ried,Austria,64,63,65,https://www.futbin.com/22/player/4663/markus-lackner,FIFA Men's World Cup
Berkay Dabanlı,CB,65,SCR Altach,Germany,63,60,60,https://www.futbin.com/22/player/4752/berkay-dabanl,FIFA Men's World Cup
Jan Zwischenbrugger,CB,65,SCR Altach,Austria,65,64,65,https://www.futbin.com/22/player/5792/jan-zwischenbrugger,FIFA Men's World Cup
Niko Datković,CB,65,Admira Wacker,Croatia,66,62,64,https://www.futbin.com/22/player/5845/niko-datkovic,FIFA Men's World Cup
Tino Casali,GK,65,SCR Altach,Austria,11,12,9,https://www.futbin.com/22/player/5852/tino-casali,FIFA Men's World Cup
Lukas Jäger,CDM,65,SK Sturm Graz,Austria,65,66,67,https://www.futbin.com/22/player/6119/lukas-jager,FIFA Men's World Cup
Sven Sprangler,CM,65,Wolfsberger AC,Austria,63,63,64,https://www.futbin.com/22/player/7206/sven-sprangler,FIFA Men's World Cup
David Stec,RB,65,TSV Hartberg,Austria,59,61,57,https://www.futbin.com/22/player/8228/david-stec,FIFA Men's World Cup
Giacomo Vrioni,ST,65,WSG Tirol,Albania,23,18,21,https://www.futbin.com/22/player/8362/giacomo-vrioni,FIFA Men's World Cup
Paul Gartler,GK,65,SK Rapid Wien,Austria,11,13,7,https://www.futbin.com/22/player/8491/paul-gartler,FIFA Men's World Cup
Wilhelm Vorsager,CDM,65,Admira Wacker,Austria,63,64,59,https://www.futbin.com/22/player/9896/wilhelm-vorsager,FIFA Men's World Cup
Lennart Moser,GK,65,SK Austria Klagenfurt,Germany,11,12,10,https://www.futbin.com/22/player/9951/lennart-moser,FIFA Men's World Cup
Luca Meisl,CB,65,SV Ried,Austria,65,65,64,https://www.futbin.com/22/player/10395/luca-meisl,FIFA Men's World Cup
Kilian Ludewig,RWB,65,RB Salzburg,Germany,60,59,61,https://www.futbin.com/22/player/10408/kilian-ludewig,FIFA Men's World Cup
Yannis Letard,CB,65,LASK,France,65,66,62,https://www.futbin.com/22/player/10552/yannis-letard,FIFA Men's World Cup
Jürgen Heil,CDM,65,TSV Hartberg,Austria,62,64,62,https://www.futbin.com/22/player/10589/jurgen-heil,FIFA Men's World Cup
Tobias Lawal,GK,65,LASK,Austria,15,9,28,https://www.futbin.com/22/player/10678/tobias-lawal,FIFA Men's World Cup
Leo Greiml,CB,65,SK Rapid Wien,Austria,65,62,62,https://www.futbin.com/22/player/11675/leo-greiml,FIFA Men's World Cup
Alex Timossi Andersson,RM,65,SK Austria Klagenfurt,Sweden,30,25,27,https://www.futbin.com/22/player/12883/alex-timossi-andersson,FIFA Men's World Cup
Constantin Reiner,CB,65,SV Ried,Austria,65,65,62,https://www.futbin.com/22/player/13096/constantin-reiner,FIFA Men's World Cup
Eric Martel,CDM,65,FK Austria Wien,Germany,65,63,62,https://www.futbin.com/22/player/13176/eric-martel,FIFA Men's World Cup
Phillip Menzel,GK,65,SK Austria Klagenfurt,Germany,11,12,8,https://www.futbin.com/22/player/18127/phillip-menzel,FIFA Men's World Cup
Michael Blauensteiner,RB,65,SK Austria Klagenfurt,Austria,59,58,61,https://www.futbin.com/22/player/18182/michael-blauensteiner,FIFA Men's World Cup
Keito Nakamura,LM,65,LASK,Japan,31,21,31,https://www.futbin.com/22/player/18318/keito-nakamura,FIFA Men's World Cup
Ante Bajic,RM,65,SV Ried,Austria,58,57,60,https://www.futbin.com/22/player/20069/ante-bajic,FIFA Men's World Cup
Patrick Greil,CAM,65,SK Austria Klagenfurt,Austria,50,42,56,https://www.futbin.com/22/player/20841/patrick-greil,FIFA Men's World Cup
Bryan Okoh,CB,65,RB Salzburg,Switzerland,62,58,54,https://www.futbin.com/22/player/21115/bryan-okoh,FIFA Men's World Cup
Ousmane Diakité,CDM,65,RB Salzburg,Mali,61,59,62,https://www.futbin.com/22/player/23093/ousmane-diakite,FIFA Men's World Cup
Youba Diarra,CM,65,TSV Hartberg,Mali,61,58,64,https://www.futbin.com/22/player/23333/youba-diarra,FIFA Men's World Cup
Youba Diarra,CM,65,RB Salzburg,Mali,61,58,64,https://www.futbin.com/22/player/26753/youba-diarra,FIFA Men's World Cup
Marin Ljubicic,ST,65,LASK,Croatia,24,24,21,https://www.futbin.com/22/player/26904/marin-ljubicic,FIFA Men's World Cup
Ante Bajic,RM,65,SK Rapid Wien,Austria,58,57,60,https://www.futbin.com/22/player/26922/ante-bajic,FIFA Men's World Cup
Patrick Greil,CAM,65,SK Rapid Wien,Austria,50,42,56,https://www.futbin.com/22/player/26925/patrick-greil,FIFA Men's World Cup
Simon Piesinger,CB,65,Wolfsberger AC,Austria,64,65,65,https://www.futbin.com/22/player/27069/simon-piesinger,FIFA Men's World Cup
Lukas Gugganig,CB,65,SCR Altach,Austria,64,61,60,https://www.futbin.com/22/player/27719/lukas-gugganig,FIFA Men's World Cup
Lukas Jäger,CDM,65,SCR Altach,Austria,65,66,67,https://www.futbin.com/22/player/27980/lukas-jager,FIFA Men's World Cup
Philipp Netzer,CB,64,SCR Altach,Austria,65,63,64,https://www.futbin.com/22/player/1184/philipp-netzer,FIFA Men's World Cup
Thomas Gebauer,GK,64,LASK,Austria,21,25,22,https://www.futbin.com/22/player/1222/thomas-gebauer,FIFA Men's World Cup
Julian Wießmeier,CAM,64,SV Ried,Germany,35,43,42,https://www.futbin.com/22/player/3509/julian-wiemeier,FIFA Men's World Cup
Philipp Erhardt,CDM,64,TSV Hartberg,Austria,62,57,66,https://www.futbin.com/22/player/4333/philipp-erhardt,FIFA Men's World Cup
Tobias Schützenauer,GK,64,SK Sturm Graz,Austria,18,14,16,https://www.futbin.com/22/player/6197/tobias-schutzenauer,FIFA Men's World Cup
Christian Schoissengeyr,CB,64,FK Austria Wien,Austria,64,63,58,https://www.futbin.com/22/player/7251/christian-schoissengeyr,FIFA Men's World Cup
Valentino Müller,CM,64,WSG Tirol,Austria,58,55,62,https://www.futbin.com/22/player/7583/valentino-muller,FIFA Men's World Cup
Mirko Kos,GK,64,FK Austria Wien,Austria,13,15,13,https://www.futbin.com/22/player/9291/mirko-kos,FIFA Men's World Cup
Michael Lercher,LB,64,SV Ried,Austria,60,57,62,https://www.futbin.com/22/player/9713/michael-lercher,FIFA Men's World Cup
Thomas Rotter,CB,64,TSV Hartberg,Austria,65,65,65,https://www.futbin.com/22/player/10585/thomas-rotter,FIFA Men's World Cup
Sebastian Bauer,CB,64,Admira Wacker,Austria,66,65,63,https://www.futbin.com/22/player/10614/sebastian-bauer,FIFA Men's World Cup
Aleksandar Jukic,LM,64,FK Austria Wien,Austria,38,36,30,https://www.futbin.com/22/player/10984/aleksandar-jukic,FIFA Men's World Cup
Leonardo Lukacevic,LB,64,Admira Wacker,Austria,60,58,59,https://www.futbin.com/22/player/12063/leonardo-lukacevic,FIFA Men's World Cup
Mamoudou Karamoko,ST,64,LASK,France,28,23,21,https://www.futbin.com/22/player/13004/mamoudou-karamoko,FIFA Men's World Cup
Kai Lukas Stratznig,CDM,64,Wolfsberger AC,Austria,62,65,64,https://www.futbin.com/22/player/13157/kai-lukas-stratznig,FIFA Men's World Cup
Nosa Iyobosa Edokpolor,LWB,64,SCR Altach,Austria,59,58,56,https://www.futbin.com/22/player/13263/nosa-iyobosa-edokpolor,FIFA Men's World Cup
Amar Dedić,RB,64,Wolfsberger AC,Bosnia and Herzegovina,59,58,60,https://www.futbin.com/22/player/13304/amar-dedic,FIFA Men's World Cup
Tobias Anselm,ST,64,WSG Tirol,Austria,41,43,28,https://www.futbin.com/22/player/13587/tobias-anselm,FIFA Men's World Cup
Julian von Haacke,CDM,64,SK Austria Klagenfurt,Germany,58,62,60,https://www.futbin.com/22/player/17865/julian-von-haacke,FIFA Men's World Cup
Thorsten Mahrer,CB,64,SK Austria Klagenfurt,Austria,66,66,64,https://www.futbin.com/22/player/18018/thorsten-mahrer,FIFA Men's World Cup
Herbert Paul,RB,64,SK Austria Klagenfurt,Germany,61,61,54,https://www.futbin.com/22/player/18345/herbert-paul,FIFA Men's World Cup
Jonas Auer,LB,64,SK Rapid Wien,Austria,58,58,56,https://www.futbin.com/22/player/18386/jonas-auer,FIFA Men's World Cup
Vincent Trummer,LB,64,SK Sturm Graz,Austria,61,59,60,https://www.futbin.com/22/player/19928/vincent-trummer,FIFA Men's World Cup
Lion Schuster,CDM,64,SK Rapid Wien,Austria,63,61,63,https://www.futbin.com/22/player/19947/lion-schuster,FIFA Men's World Cup
Daouda Guindo,LB,64,RB Salzburg,Mali,58,53,57,https://www.futbin.com/22/player/20436/daouda-guindo,FIFA Men's World Cup
David Affengruber,CB,64,SK Sturm Graz,Austria,62,57,59,https://www.futbin.com/22/player/20596/david-affengruber,FIFA Men's World Cup
Kosmas Gkezos,CB,64,SK Austria Klagenfurt,Greece,63,60,65,https://www.futbin.com/22/player/20845/kosmas-gkezos,FIFA Men's World Cup
Alexander Prass,LM,64,SK Sturm Graz,Austria,55,57,48,https://www.futbin.com/22/player/21121/alexander-prass,FIFA Men's World Cup
Matías Succar,ST,64,LASK,Peru,21,16,15,https://www.futbin.com/22/player/21681/succar,FIFA Men's World Cup
Amar Dedic,RB,64,RB Salzburg,Bosnia and Herzegovina,59,58,60,https://www.futbin.com/22/player/26756/amar-dedic,FIFA Men's World Cup
Tobias Anselm,ST,64,LASK,Austria,41,43,28,https://www.futbin.com/22/player/27530/tobias-anselm,FIFA Men's World Cup
Agyemang Diawusie,RM,64,SV Ried,Germany,28,34,23,https://www.futbin.com/22/player/27762/agyemang-diawusie,FIFA Men's World Cup
Dominik Starkl,LW,63,Admira Wacker,Austria,36,26,23,https://www.futbin.com/22/player/4517/dominik-starkl,FIFA Men's World Cup
Osman Hadžikić,GK,63,Admira Wacker,Austria,20,28,21,https://www.futbin.com/22/player/5473/osman-hadzikic,FIFA Men's World Cup
Renny Smith,CM,63,WSG Tirol,Austria,58,58,63,https://www.futbin.com/22/player/6599/renny-smith,FIFA Men's World Cup
Raphael Sallinger,GK,63,TSV Hartberg,Austria,17,19,19,https://www.futbin.com/22/player/7020/raphael-sallinger,FIFA Men's World Cup
Lukas Malicsek,LB,63,Admira Wacker,Austria,61,61,60,https://www.futbin.com/22/player/10258/lukas-malicsek,FIFA Men's World Cup
Leon Klassen,LB,63,WSG Tirol,Russia,53,53,50,https://www.futbin.com/22/player/10516/leon-klassen,FIFA Men's World Cup
Murat Şatin,CAM,63,SV Ried,Austria,31,25,48,https://www.futbin.com/22/player/10611/murat-satin,FIFA Men's World Cup
Niels Hahn,CDM,63,FK Austria Wien,Austria,56,57,58,https://www.futbin.com/22/player/10689/niels-hahn,FIFA Men's World Cup
Maxime Awoudja,CB,63,WSG Tirol,Germany,60,55,57,https://www.futbin.com/22/player/10762/maxime-awoudja,FIFA Men's World Cup
Seth Paintsil,LM,63,TSV Hartberg,Ghana,28,26,29,https://www.futbin.com/22/player/10836/seth-paintsil,FIFA Men's World Cup
Thomas Sabitzer,RW,63,WSG Tirol,Austria,23,17,23,https://www.futbin.com/22/player/11871/thomas-sabitzer,FIFA Men's World Cup
Philipp Schmiedl,CB,63,Admira Wacker,Austria,61,60,60,https://www.futbin.com/22/player/12035/philipp-schmiedl,FIFA Men's World Cup
Ammar Helac,GK,63,FK Austria Wien,Austria,9,6,6,https://www.futbin.com/22/player/13291/ammar-helac,FIFA Men's World Cup
Johannes Naschberger,CM,63,WSG Tirol,Austria,55,53,56,https://www.futbin.com/22/player/13514/johannes-naschberger,FIFA Men's World Cup
Fabian Miesenböck,LM,63,SK Austria Klagenfurt,Austria,56,55,58,https://www.futbin.com/22/player/18513/fabian-miesenbock,FIFA Men's World Cup
Matija Horvat,CDM,63,TSV Hartberg,Croatia,64,63,65,https://www.futbin.com/22/player/20507/matija-horvat,FIFA Men's World Cup
Christopher Cvetko,CM,63,SK Austria Klagenfurt,Austria,56,49,64,https://www.futbin.com/22/player/20840/christopher-cvetko,FIFA Men's World Cup
Maximiliano Moreira,LB,63,SK Austria Klagenfurt,Uruguay,57,54,58,https://www.futbin.com/22/player/20843/maximiliano-moreira,FIFA Men's World Cup
Felix Bacher,CB,63,WSG Tirol,Austria,62,58,58,https://www.futbin.com/22/player/20854/felix-bacher,FIFA Men's World Cup
